MILP,2024-06-04 13:27:17,2024-06-04 19:13:59,20802.742272138596,150302.215364368,3.0,1659.5488070676865,COMPLETED: you completed 8760 hours of simulated customer cases. 1575 cases started. 830 cases run to completion.,3148.716214252132,0.614438902808243,0.0646994789465508,108.12827091079245,14639,101429,41683,5938,7871,237,slowest
MILP,2024-06-04 13:27:17,2024-06-04 20:08:11,24053.851056337357,165095.062323617,4.0,2387.122863335978,COMPLETED: you completed 8760 hours of simulated customer cases. 1711 cases started. 740 cases run to completion.,5518.128408907971,0.6051518707544276,0.073036347118482,119.98704203178957,13001,89902,76122,3273,8452,635,slowest
MILP,2024-06-04 13:27:17,2024-06-04 20:29:24,25326.865384340286,208556.522347897,2.0,1342.6704237769711,COMPLETED: you completed 8760 hours of simulated customer cases. 1506 cases started. 1063 cases run to completion.,1902.4977967982845,0.6329934589609046,0.05342602423933182,86.72438176240475,17202,122478,93141,6046,10485,6,slowest
MILP,2024-06-04 22:22:01,2024-06-05 04:46:32,23070.365210533142,177806.604844519,1.3000000000000003,473.122569057926,COMPLETED: you completed 8760 hours of simulated customer cases. 1502 cases started. 1352 cases run to completion.,525.6241431758305,0.6047489653337101,0.04017096848946677,66.28746477453655,20487,137673,62841,12993,6965,0,fastest
MILP,2024-06-04 22:22:01,2024-06-05 05:46:26,26664.59493994713,209448.83637441,1.0,564.4103081677105,COMPLETED: you completed 8760 hours of simulated customer cases. 1602 cases started. 1376 cases run to completion.,657.1142113891444,0.6068231393087514,0.03918754934803918,64.8269586428265,21111,143305,114312,10641,10032,0,fastest
MILP,2024-06-04 22:22:01,2024-06-05 06:14:25,28344.006404399872,223075.492509389,1.1,663.9488789694574,COMPLETED: you completed 8760 hours of simulated customer cases. 1538 cases started. 1312 cases run to completion.,778.4551363505154,0.5885284030418367,0.04150773524718928,68.31034527248741,20733,140716,103139,10043,10149,0,fastest
MILP,2024-06-05 04:35:59,2024-06-05 08:46:32,15033.030792236328,113362.67296674999,1.4000000000000004,326.95786833942674,COMPLETED: you completed 8760 hours of simulated customer cases. 1515 cases started. 1364 cases run to completion.,363.06689657685246,0.6315633410730658,0.04234312570871868,67.00210718111856,20360,130179,55061,16336,3462,0,fastest
MILP,2024-06-05 04:46:32,2024-06-05 11:03:41,22628.465301036835,181601.208745443,1.5000000000000004,496.325824253456,COMPLETED: you completed 8760 hours of simulated customer cases. 1551 cases started. 1365 cases run to completion.,563.7101027139254,0.6158237436541704,0.04301212057745102,72.0648808383295,20859,138533,60805,13596,6664,0,fastest
MILP,2024-06-05 06:14:26,2024-06-05 12:09:39,21312.217312574387,181092.15943815402,1.7000000000000006,428.4841447317833,COMPLETED: you completed 8760 hours of simulated customer cases. 1499 cases started. 1353 cases run to completion.,474.7734404172576,0.6178570806289736,0.04446040919370204,72.0398712877762,20504,135443,46269,14064,5932,0,fastest
MILP,2024-06-05 05:46:27,2024-06-05 14:19:15,30767.88182616234,317280.171680974,1.6000000000000005,983.4173497652017,COMPLETED: you completed 8760 hours of simulated customer cases. 1608 cases started. 1326 cases run to completion.,1192.6722990259987,0.6530585991014248,0.0513083478870196,73.96213950109993,21221,138106,114156,8499,12143,0,fastest
