MILP,163227.20939564705,0.9,20.607862052036904,COMPLETED: you completed 1680 hours of simulated customer cases. 9836 cases started. 9756 cases run to completion.,20.77700434635243,0.7864680985624067,0.035365218913969765,80220,296779,254122,12418,48925,19209,random
MILP,143979.70856499672,0.92,17.685570373586792,COMPLETED: you completed 1680 hours of simulated customer cases. 9367 cases started. 9302 cases run to completion.,17.809525060940192,0.7214053391570899,0.039075216704362765,75657,297751,246048,16239,45732,14057,random
MILP,144413.14066457748,0.9400000000000001,18.912295764634315,COMPLETED: you completed 1680 hours of simulated customer cases. 9487 cases started. 9374 cases run to completion.,19.14108921322817,0.7500512231868658,0.034126887934766086,76057,297870,352831,16642,45604,14375,random
